"id","Product_ID","SKU_ID","Store_ID","Time_ID","Supplier_ID","Warehouse_ID","PO_ID","Sales_Transaction_ID","Quantity_Sold","Unit_Price","Discount_Amount","Sales_Revenue","Tax_Amount","Net_Sales_Value","Payment_Type","Date_ID","Return_Qty","Return_ID","Customer_ID","Event_ID","Quantity_Return","Return_Reason","Return_Type","Refund_Amount","Return_Status","Return_Method","Inspection","Loss_Value","Forecast_Method","Forecast_Model_Name","Forecast_Period_Start","Forecast_Period_End","Forecast_Quantity","Actual_Quantity","Forecast_Error_Pct","Forecast_Error_Value","Demand_Variance","Model_Version","Model_Accuracy_Score","Last_Trained_Date","Indicator_ID","Indicator_Value","Trend_Direction","Expected_Crowd_Index","Stock_On_Hand","Stock_In_Transit","Reserved_Stock","Damaged_Stock","Expiry_Date","Batch_Number","On_Hand_Quantity","Reserved_Quantity","Available_Quantity","Safety_Stock_Level","Reorder_Point","Stock_Status","Movement_ID","Movement_Type","Movement_Quantity","Movement_Time","Source_Location","Destination_Location","Ordered_Qty","Unit_Cost","Total_PO_Value","Order_Status","Lead_Time_Days","Fulfillment_ID","Received_Quantity","Rejected_Quantity","Delivery_Date","Delivery_Delay_Days","Quality_Inspection_Result","Recommendation_ID","Current_Stock","Safety_Stock","Recommended_Order_Quantity","Recommended_Order_Date","Stockout_Risk","On_Time_Delivery_Rate","Average_Delivery_Delay","Defect_Rate","Fill_Rate","Order_Accuracy","Supplier_Rating","On_Time_Delivery_Flag","Delay_Days","Quality_Score","Quality_Rating","Delivery_Rating","Cost_Rating","Reliability_Score","Trend_ID","Platform_ID","Keyword_ID","Search_Volume_Index","Mention_Count","Engagement_Score","Trend_Velocity","Sentiment_Score","Viral_Index","Warehouse_Stock_ID","Bin_ID","WH_Quantity_On_Hand","Quantity_Picked","Quantity_Received","Quantity_Damaged","Weather_ID","Location_ID","Temperature","Humidity","Rainfall_mm","Wind_Speed","Weather_Condition","Demand_Impact_Score","Heat_Index","Extreme_Weather_Flag","Weather_Severity_Score","Strategy_ID","SKU_Code","Product Name","Brand","Category","Subcategory","Launch_Date","Shelf Life Days","Unit of Measure","Status","Demand_Sensitivity","Store_Type","Store_Name","Area_sqft","Opening_Date","Manager_Name","Contact_Number","Operating_Hours","Is_Active","Date","Day","Week_Number","Month","Quarter","Season","Year","Supplier_Name","Supplier_Type","Supplier_Tier","Payment_Terms","Contract_ID","Contract_Type","Contract_Value","Minimum_Order_Quantity","Contract_Start_Date","Contract_End_Date","City","State","Country","Latitude","Longitude","Climate_Zone","delivery_zone","traffic_density","Warehouse_Name","Warehouse_Type","Capacity","Automation_Level","Cold_Storage_Availability","Event_Name","Event_Category","Event_Type","Event_Description","Event_Start_Date","Event_End_Date","Venue","Wind_Speed_Category","Inventory_Location_ID","Location_Type","Storage_Type","Cold_Storage_Flag","Stock_Level","Inventory_Status","Last_Updated","Strategy_Name","Strategy_Type","Safety_Stock_Formula","Lead_Time_Adjustment","Supplier_Performance_ID","Evaluation_Period","Platform_Name","Platform_Type","User_Base_Size","Indicator_Name","Indicator_Country","Update_Frequency","Keyword_Text","Product_Category","Trend_Category","Storage_Bin_Type","Storage_Bin_Capacity","Temperature_Zone","Promotion_ID","Promotion_Name","Promotion_Type","Promotion_Start_Date","Promotion_End_Date","Discount_Percent","Campaign_ID","Promotion_Is_Active"
"19547","P_000269","SKU-934","S_000567","T_000017","SUP_0127","W_0076","PO_000439","TRAN_000991","5","509.93","108.12","2009.05","291.92","2300.97","Wallet","D_20220701","2","R_000307","C_000745","E_000122","2","Expired","Partial","1496.48","Pending","Bank Transfer","No","313.98","Prophet","DFM_v2","18-02-26","20-03-26","188","242","28.72","-54","729","v10","0.72","08-03-26","IND_000077","5.55","Increasing","68877","188","150","61","19","01-11-25","BATCH_8366",\N,\N,\N,\N,\N,\N,"MOV_000164","Outbound","194","2024-10-10 21:17:00","L_0425","L_0020","420","95.63","40164.6","Placed","7",\N,\N,\N,\N,\N,\N,"R_000991","310","128","13","06-08-24","High","0.87","4.69","0.081","0.89","0.86","4",\N,\N,\N,\N,\N,\N,\N,"TR_000152","PF_000196","K_000120","3875","815","6.95","1.99","0.55","13.83","WS_0439","B_000493","203","119","336","14","WE_000007","L_000735","34.5","52","3.45","16.2","Sunny","0.82","39.7","No","6","ST_000269","SKU-934","Cassava Flour","UrbanGrind","Grocery","Flour","16-09-22","457","Bottle","Active","High","Warehouse","DailyNeeds 457","4659","30-06-15","Arun Das","919115000000","9 AM - 9 PM","Yes","21-05-23","Sunday","20","May","2","Summer","2023","Metro Traders","Wholesaler","Tier 1","Net 60","C_000996","Exclusive","4295946","594","2021-09-20","2025-10-01","Rouen","Normandy","France","-19.848731","113.182124","Continental","Zone 3","Low","Regional Distribution Center","Storage Facility","253201","Semi-Automated","Yes","City Event 683","Community","Exhibition","Event about technology","02-10-22","05-10-22","Open Grounds",\N,"IL_000298","Warehouse","Shelf","No","197","In Stock","19-03-26","Smart Inventory Strategy","EOQ","StdDev_Demand * Service_Level","Demand Spike Adjustment","SP_0996","25-10-24","Amazon","Social Media","Medium (1M-10M)","GDP Growth Rate","Canada","Quarterly","limited edition","Beverages","Price Trend","Rack","450","Ambient","PROM_000315","Fest Offer 488","BOGO","2005-10-23","2011-10-23","69.47","CAMP_0356","0"
"17913","P_000051","SKU-975","S_000550","T_000174","SUP_0217","W_0077","PO_000395","TRAN_000892","8","2676.14","146.53","20236.88","2303.2","22540.08","Credit Card","D_20221028","0","R_000835","C_000081","E_000993","2","Damaged","Partial","774.6","Rejected","Wallet","No","53.73","LSTM","DFM_v1","18-02-26","20-03-26","115","126","9.57","-11","30.25","v9","0.86","16-02-26","IND_000375","4.42","Stable","50458",\N,\N,\N,\N,\N,\N,"251","40","211","20","33","Normal",\N,\N,\N,\N,\N,\N,"72","78.76","5670.72","Confirmed","12","F_000161","103","9","20-05-24","8","Major Issues","R_000892","299","127","0","04-09-24","High","0.83","6.47","0.009","1","0.92","3.3","Yes","0","3.01","4.23","4.88","3.46","96.63","TR_000446","PF_000106","K_000171","6429","288","0.43","1","-0.67","0.43","WS_0395","B_000302","21","140","168","7","WE_000154","L_000668","28.6","90","4.29","19.8","Storm","0.59","37.6","No","3","ST_000051","SKU-975","Smoked Gouda","HeritageFoods","Dairy","Cheese","25-01-22","14","KG","Active","Low","Flagship","DailyNeeds 102","11360","22-07-14","Priya Singh","918527000000","10 AM - 8 PM","No","10-06-24","Monday","24","June","2","Monsoon","2024","Vertex Distributors","Wholesaler","Tier 3","Net 30",\N,\N,\N,\N,\N,\N,"Montreal","Quebec","Canada","-22.320411","80.240461","Temperate","Zone 3","Low","Central Warehouse","Distribution Center","418752","Semi-Automated","Yes","Grand Event 364","Sports","Cultural Fair","Event about art","12-06-22","15-06-22","Convention Center",\N,\N,\N,\N,\N,\N,\N,\N,"Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","None",\N,\N,"Amazon","Marketplace","Medium (1M-10M)","Exchange Rate","Australia","Quarterly","top rated","Beverages","Marketing Trend","Rack","722","Frozen","PROM_000957","Flash Deal 720","Discount","2019-01-23","2015-02-23","65.36","CAMP_0553","0"
"12413","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Arabica Beans","GlobalHarvest","Beverages","Coffee","18-05-23","444","Pack","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Bulk Storage","669","Chilled","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"12444","P_000244","SKU-761","S_000774","T_000029","SUP_0443","W_0025","PO_000216","TRAN_000216","3","4082.55","739.96","10027.77","1788.81","11816.58","Cash","D_20231008","1","R_000303","C_000216","E_000637","2","Damaged","Full","1602.21","Approved","Bank Transfer","No","202.07","LSTM","ML_Ensemble","18-02-26","20-03-26","177","257","45.2","-80","1600","v5","0.78","22-01-26","IND_000008","8.35","Increasing","88102","89","27","34","9","23-03-25","BATCH_7373","388","104","284","81","99","Normal","MOV_000553","Adjustment","243","2024-07-25 12:45:00","L_0758","L_0943","476","15.61","7430.36","Cancelled","10",\N,\N,\N,\N,\N,\N,"R_000216","245","81","9","22-03-24","High","0.7","0.33","0.03","0.96","0.87","4.5","No","2","4.61","3.06","3.77","3.84","81.83","TR_000216","PF_000029","K_000029","4660","3043","8.6","1.54","-0.66","13.24","WS_0216","B_000465","66","90","171","15","WE_000147","L_000919","42","83","5.38","8.3","Fog","-0.23","50.3","Yes","8","ST_000244","SKU-761","Aged Cheddar","HeritageFoods","Dairy","Cheese","02-01-21","20","Pack","Discontinued","High","Franchise","SmartBuy 633","11690","21-09-23","Priya Singh","919294000000","10 AM - 8 PM","Yes","12-06-23","Monday","24","June","2","Monsoon","2023","NextGen Solutions","Wholesaler","Tier 3","Net 15",\N,\N,\N,\N,\N,\N,"Rouen","Normandy","France","-12.670063","56.658558","Temperate","Zone 2","Low","Main Distribution Facility","Storage Facility","164894","Fully Automated","Yes","City Event 471","Retail","Concert","Event about music","23-06-23","27-06-23","Sports Complex",\N,"IL_000017","Store","Shelf","No","267","In Stock","03-03-26","Seasonal Demand Strategy","AI Dynamic","StdDev_Demand * Service_Level","Demand Spike Adjustment",\N,\N,"Instagram","Social Media","Large (10M-100M)","Consumer Confidence Index","UK","Daily","festival sale","Grocery","Seasonal Trend","Rack","989","Ambient","PROM_000872","City Bonanza 470","Discount","2019-02-23","2004-03-23","52.41","CAMP_0550","0"
"18992","P_000068","SKU-600","S_000466","T_000113","SUP_0224","W_0052","PO_000917","TRAN_000917","3","3417.55","292.12","9376.29","1400.86","10777.15","UPI","D_20240422","1","R_000420","C_000734","E_000130","3","Wrong Item","Partial","1648.39","Rejected","Store Credit","No","84.97","Prophet","DFM_v1","18-02-26","20-03-26","417","355","14.87","62","961","v5","0.79","07-02-26","IND_000018","2.39","Increasing","71866",\N,\N,\N,\N,\N,\N,"234","51","183","98","122","Normal","MOV_000054","Outbound","242","2024-03-02 08:25:00","L_0781","L_0492","275","130.01","35752.75","Shipped","13",\N,\N,\N,\N,\N,\N,"R_000917","64","80","82","08-08-24","Medium","0.95","6.13","0.015","0.92","0.96","4.3","Yes","0","3.64","3.18","3.17","3.78","92.46","TR_000649","PF_000035","K_000129","8093","1135","7.12","2","0.64","14.24","WS_0917","B_000363","102","100","221","19","WE_000201","L_000396","39.2","49","33.71","22.2","Rainy","0.89","44.1","Yes","10","ST_000068","SKU-600","Arabica Beans","PureDaily","Beverages","Coffee","01-05-20","433","KG","Discontinued","Medium","Express","DailyNeeds 119","13309","18-01-14","Priya Singh","919099000000","10 AM - 8 PM","No","05-07-24","Friday","27","July","3","Monsoon","2024","Global Enterprises","Manufacturer","Tier 3","Net 60",\N,\N,\N,\N,\N,\N,"Cardiff","Wales","UK","10.389594","-93.529448","Temperate","Zone 2","Medium","Regional Distribution Center","Fulfillment Center","106569","Semi-Automated","No","Grand Event 448","Sports","Concert","Event about music","02-10-24","03-10-24","Convention Center",\N,"IL_000362","Warehouse","Bulk Storage","No","431","In Stock","01-04-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","None",\N,\N,"Alibaba","E-commerce","Large (10M-100M)","Exchange Rate","China","Daily","top rated","Grocery","Marketing Trend","Pallet","491","Ambient","PROM_000756","Fest Offer 955","Bundle","2006-12-24","2004-01-25","55.97","CAMP_0491","1"
"14927","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Garlic Butter","UrbanGrind","Dairy","Butter","07-03-22","13","Liter","Discontinued","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","28-08-23","Monday","35","August","3","Monsoon","2023","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000176","Warehouse","Cold Storage","Yes","152","In Stock","31-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Shelf","498","Frozen","PROM_000935","Fest Offer 540","Discount","2008-05-24","2017-05-24","35.52","CAMP_0260","0"
"2204","P_000084","SKU-579","S_000278","T_000195","SUP_0493","W_0001","PO_000006","TRAN_000253","2","579.06","93.01","972.1","98.3","1070.4","Credit Card","D_20221210","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","559","492","11.99","67","1122.25","v8","0.83","10-02-26","IND_000085","4.64","Stable","61991","73","146","24","18","21-06-25","BATCH_5137","345","45","300","92","124","Normal",\N,\N,\N,\N,\N,\N,"325","24.09","7829.25","Cancelled","14","F_000105","156","0","13-01-24","9","Major Issues","R_000253","322","34","93","06-01-24","Low","0.99","2.28","0.009","0.83","0.87","4.1","Yes","0","4.18","3.61","3.09","4.54","83.38","TR_000253","PF_000107","K_000148","6053","1248","3.74","3.28","0.33","12.27","WS_0006","B_000040","390","57","456","9","WE_000140","L_000484","35.1","75","0.76","20.9","Sunny","-0.54","42.6","No","6","ST_000084","SKU-579","Salted Butter","GlobalHarvest","Dairy","Butter","03-01-21","11","Liter","Discontinued","High","Express","MegaStore 366","12427","09-04-20","Priya Singh","916538000000","9 AM - 9 PM","No","03-06-23","Saturday","22","June","2","Monsoon","2023","United Industries","Distributor","Tier 3","Net 45","C_000381","Exclusive","2196315","816","2021-08-25","2022-11-04","Calgary","Alberta","Canada","47.461871","100.186593","Polar","Zone 2","Low","Primary Storage Hub","Fulfillment Center","250292","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000291","Store","Bulk Storage","No","430","In Stock","03-03-26","Retail Optimization Strategy","Min-Max","Forecast_Demand * Risk_Factor","Demand Spike Adjustment","SP_0381","29-02-24","Amazon","Marketplace","Very Large (>100M)","Interest Rate","Canada","Weekly","budget friendly","Grocery","Marketing Trend","Bulk Storage","834","Ambient","PROM_000084","Fest Offer 917","Bundle","2027-02-24","2010-03-24","31.99","CAMP_0965","1"
"7342","P_000254","SKU-944","S_000731","T_000234","SUP_0957","W_0053","PO_000574","TRAN_000574","3","3702.36","680.96","9064.2","1583.75","10647.95","Cash","D_20230727","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v1","18-02-26","20-03-26","144","236","63.89","-92","2116","v3","0.71","20-02-26","IND_000059","6.29","Increasing","83068","63","28","6","11","16-06-25","BATCH_8067","473","185","288","88","138","Normal",\N,\N,\N,\N,\N,\N,"384","151.44","58152.96","Cancelled","20","F_000199","272","23","06-11-24","2","Passed","R_000574","285","77","40","25-01-24","Medium",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000412","PF_000038","K_000189","8208","4684","2.17","2.56","0.17","5.56","WS_0574","B_000186","19","82","101","0","WE_000574","L_000001","41.3","90","9","21.3","Sunny","0.23","50.3","Yes","9","ST_000254","SKU-944","French Roast Coffee","PureDaily","Beverages","Coffee","13-07-24","230","Bottle","Active","Low","Warehouse","SmartBuy 798","13182","19-11-22","John Peter","916569000000","24 Hours","Yes","28-07-23","Friday","30","July","3","Monsoon","2023","Prime Traders","Wholesaler","Tier 1","Net 15","C_000703","Long-Term","2881517","722","2022-10-02","2026-11-16","Bangalore","Karnataka","India","17.230611","-28.520933","Polar","Zone 1","High","Supply Chain Hub","Cold Storage Warehouse","476512","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000506","Store","Rack","No","119","In Stock","07-03-26","Seasonal Demand Strategy","EOQ","Avg_Demand * Lead_Time + Safety_Buffer","None","SP_0675","08-02-23","Amazon","Marketplace","Large (10M-100M)","Industrial Production","Germany","Weekly","festival sale","Grocery","Demand Trend","Cold Storage","601","Controlled","PROM_000254","Mega Sale 143","Flash_Sale","2021-07-23","2028-07-23","28.08","CAMP_0681","1"
"14274","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Jasmine Rice","UrbanGrind","Grocery","Rice","30-01-22","253","Liter","Discontinued","Low","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000706","Annual","4952875","132","2021-01-07","2025-09-19","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0429","14-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Cold Storage","688","Ambient","PROM_000251","Super Saver 735","Discount","2016-04-23","2006-05-23","49.19","CAMP_0930","0"
"6176","P_000325","SKU-286","S_000324","T_000090","SUP_0868","W_0098","PO_000131","TRAN_000131","7","1475.07","318.51","8095.92","1394.28","9490.2","Cash","D_20230127","2","R_000441","C_000847","E_000567","3","Expired","Full","1330.02","Rejected","Wallet","Yes","131.73","Prophet","DFM_v1","18-02-26","20-03-26","252","274","8.73","-22","121","v3","0.81","04-03-26","IND_000039","1.84","Decreasing","39987","270","28","53","20","16-05-25","BATCH_9479","224","85","139","90","132","Normal","MOV_000455","Outbound","15","2024-02-05 05:03:00","L_0770","L_0986","246","11.2","2755.2","Confirmed","6","F_000386","190","10","20-05-24","4","Minor Issues","R_000131","109","52","62","12-06-24","High",\N,\N,\N,\N,\N,\N,"Yes","0","4.36","3.21","4.17","4.52","91.73","TR_000006","PF_000115","K_000038","1835","2337","1.75","0.76","-0.81","1.33","WS_0131","B_000116","89","176","265","0","WE_000071","L_000313","28.4","93","38.35","23.8","Heatwave","0.38","37.7","No","3","ST_000325","SKU-286","A2 Milk","PureDaily","Dairy","Milk","15-02-20","20","Bottle","Discontinued","Low","Express","MegaStore 726","4899","17-09-17","John Peter","917193000000","24 Hours","Yes","28-04-24","Sunday","17","April","2","Summer","2024","Apex Supplies","Distributor","Tier 3","Net 60","C_000082","Short-Term","2768543","99","2018-10-17","2021-01-14","Berlin","Berlin","Germany","-9.62514","24.9126","Tropical","Zone 3","High","Main Distribution Facility","Fulfillment Center","388595","Fully Automated","No","Mega Event 316","Community","Conference","Event about food","10-04-22","13-04-22","Stadium",\N,\N,\N,\N,\N,\N,\N,\N,"Automated Stock Strategy","EOQ","StdDev_Demand * Service_Level","Demand Spike Adjustment","SP_0082","18-06-24","Facebook","Social Media","Small (<1M)","Consumer Confidence Index","India","Monthly","budget friendly","Grocery","Demand Trend","Shelf","53","Chilled","PROM_000956","Fest Offer 970","BOGO","2005-08-24","2028-08-24","56.53","CAMP_0734","1"
"5781","P_000084","SKU-579","S_000278","T_000195","SUP_0493","W_0001","PO_000006","TRAN_000253","2","579.06","93.01","972.1","98.3","1070.4","Credit Card","D_20221210","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","559","492","11.99","67","1122.25","v8","0.83","10-02-26","IND_000085","4.64","Stable","61991","73","146","24","18","21-06-25","BATCH_5137","345","45","300","92","124","Normal",\N,\N,\N,\N,\N,\N,"325","24.09","7829.25","Cancelled","14","F_000105","156","0","13-01-24","9","Major Issues","R_000253","322","34","93","06-01-24","Low","0.99","2.28","0.009","0.83","0.87","4.1","Yes","0","4.18","3.61","3.09","4.54","83.38","TR_000253","PF_000107","K_000148","6053","1248","3.74","3.28","0.33","12.27","WS_0006","B_000040","390","57","456","9","WE_000140","L_000484","35.1","75","0.76","20.9","Sunny","-0.54","42.6","No","6","ST_000084","SKU-579","Unsalted Butter","UrbanGrind","Dairy","Butter","08-03-23","11","Grams","Active","High","Express","MegaStore 366","12427","09-04-20","Priya Singh","916538000000","9 AM - 9 PM","No","10-09-22","Saturday","36","September","3","Monsoon","2022","United Industries","Distributor","Tier 3","Net 45","C_000787","Long-Term","1398978","441","2020-01-26","2022-05-02","Calgary","Alberta","Canada","47.461871","100.186593","Polar","Zone 2","Low","Primary Storage Hub","Fulfillment Center","250292","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000438","Store","Cold Storage","Yes","228","In Stock","17-03-26","Retail Optimization Strategy","Min-Max","Forecast_Demand * Risk_Factor","Demand Spike Adjustment","SP_0381","29-02-24","Amazon","Marketplace","Very Large (>100M)","Interest Rate","Canada","Weekly","budget friendly","Grocery","Marketing Trend","Cold Storage","72","Frozen","PROM_000084","Fest Offer 917","Bundle","2027-02-24","2010-03-24","31.99","CAMP_0965","1"
"16384","P_000870","SKU-389","S_000330","T_000346","SUP_0378","W_0077","PO_000002","TRAN_000792","9","4119.75","86.81","36296.46","3702.8","39999.26","UPI","D_20230609","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"LSTM","ML_Ensemble","18-02-26","20-03-26","639","600","6.1","39","380.25","v9","0.92","21-12-25","IND_000132","8.08","Decreasing","54451","340","147","37","12","27-03-25","BATCH_7322",\N,\N,\N,\N,\N,\N,"MOV_000405","Adjustment","250","2024-01-10 07:41:00","L_0375","L_0138","174","18.03","3137.22","Placed","3",\N,\N,\N,\N,\N,\N,"R_000792","384","150","0","07-09-24","Low","0.71","0.05","0.017","0.9","0.98","3.3","Yes","0","3.54","4.19","4.67","3.23","93.12","TR_000792","PF_000091","K_000011","4277","3341","1.26","1.93","0.08","2.43","WS_0002","B_000366","55","57","129","17","WE_000127","L_000787","29.5","41","18.27","18","Storm","0.67","33.6","No","3","ST_000870","SKU-389","Smoked Gouda","PureDaily","Dairy","Cheese","01-01-24","10","Bottle","Discontinued","Medium","Flagship","MegaStore 727","16657","18-08-16","Anita Sharma","917068000000","8 AM - 10 PM","No","10-05-24","Friday","19","May","2","Summer","2024","NextGen Traders","Manufacturer","Tier 3","Net 45","C_000583","Annual","3827424","160","2019-12-29","2021-03-11","Mangalore","Karnataka","India","66.08563","151.71069","Temperate","Zone 1","Medium","Central Warehouse","Distribution Center","418752","Semi-Automated","Yes",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000379","Store","Cold Storage","Yes","450","In Stock","12-03-26","Basic Replenishment Strategy","Min-Max","Demand * Lead_Time","None","SP_0583","10-08-23","eBay","Social Media","Small (<1M)","GDP Growth Rate","Australia","Quarterly","budget friendly","Dairy","Demand Trend","Shelf","838","Frozen","PROM_000870","Mega Sale 657","BOGO","2007-07-23","2001-08-23","19.65","CAMP_0090","1"
